URL,Price,Intérieurs - Chargeur CD,Intérieurs - Autoradio CD,Sécurité - Airbags rideaux,Fonctionnels - Climatisation automatique,Spécifications - Nombre de portes,Intérieurs - Sièges massants,Intérieurs - Autoradio CD/Mp3,Intérieurs - 3 appuis têtes arrières,Extérieurs - Coffre électrique,Sécurité - ABS,Intérieurs - Sièges réglables en hauteur,Extérieurs - Radar de recul,Sécurité - Fixations ISOFIX,Carrosserie,Extérieurs - Toit panoramique,Motorisation - Énergie,Sécurité - Anti-démarrage électronique,Intérieurs - Sièges sport,Fonctionnels - Direction assistée,Fonctionnels - Vitres électriques,Sécurité - Radiateur tropicalisé,Extérieurs - Jantes en alliage,Spécifications - Modèle,Motorisation - Transmission,Énergie,Date de l'annonce,Intérieurs - Accoudoir arrière,Extérieurs - Caméras 360,Fonctionnels - Allumage automatique des feux,"Intérieurs - Connectivité Aux, usb, iPod",Intérieurs - Android Auto,Anciens propriétaires,Extérieurs - Feux à LED,Sécurité - Contrôle de pression des pneus,Fonctionnels - Rétroviseurs rabattables,Spécifications - Couleur intérieure,Sécurité - Airbags frontaux,Motorisation - Puissance cumulée,Intérieurs - Sièges ventilés,Intérieurs - Autoradio,Transmission,Puissance fiscale,Fonctionnels - Parkassist,Mise en circulation,Extérieurs - Toit ouvrant,Extérieurs - Phares Full LED,Intérieurs - Apple Carplay,Intérieurs - Volant réglable hauteur/profondeur,Extérieurs - Vitres teintées,Spécifications - Sellerie,Motorisation - Puissance,Intérieurs - Sièges électriques,Fonctionnels - Climatisation,Boite vitesse,Gouvernorat,Spécifications - Nombre de places,Fonctionnels - Suspension pneumatique,Extérieurs - Lave Phares,Extérieurs - Peinture métallisée,Sécurité - Anti-patinage,Motorisation - Moteur,Intérieurs - Boîte à gants réfrigérée,Extérieurs - Phares au xénon,Sécurité - Airbags latéraux,Fonctionnels - Ordinateur de bord,Spécifications - Génération,Spécifications - Couleur extérieure,Intérieurs - Volant/levier de vitesse en cuir,Intérieurs - Navigation,Spécifications - Carrosserie,Fonctionnels - Régulateur de vitesse,Motorisation - Puissance thermique,Motorisation - Boite vitesse,Spécifications - Marque,Sécurité - Alarme anti-intrusion,Intérieurs - Accoudoir avant,Kilométrage,Fonctionnels - Rétroviseurs électriques,Motorisation - Cylindrée,Intérieurs - Sièges chauffants,Intérieurs - Instrumentation numérique,Extérieurs - Caméra de recul,État général,Fonctionnels - Accès sans clé,Intérieurs - Bluetooth,Intérieurs - Volant multi-fonctions,Motorisation - Puissance fiscale,Intérieurs - Volant chauffant,Sécurité - Pneumatiques runflat,Fonctionnels - Bouton Start & Stop,Fonctionnels - Conduite semi-autonome,Fonctionnels - Fermeture centralisée,Fonctionnels - Détecteur de pluie,Intérieurs - Palettes au volant,Intérieurs - Vitres teintées,Intérieurs - Affichage tête haute,Extérieurs - Antibrouillards
https://www.automobile.tn/fr/occasion/volkswagen/tiguan/120298,134000.0,Yes,Yes,Yes,Yes,4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,SUV,Yes,Essence,Yes,Yes,Yes,Yes,Yes,Yes,Tiguan,Traction,Essence,22.11.2025,Yes,Yes,Yes,Yes,Yes,1ère main,Yes,Yes,Yes,Noir,Yes,No,Yes,Yes,Traction,8 cv,Yes,01.2023,Yes,Yes,Yes,Yes,Yes,Cuir partiel,150 ch dyn,Yes,Yes,Automatique,Sfax,5,Yes,Yes,Yes,Yes,1.4 L TSI,Yes,Yes,Yes,Yes,II Phase 2 07/2020 - 02/2024,Gris anthracite,Yes,Yes,SUV,Yes,No,Automatique,Volkswagen,Yes,Yes,90 000 km,Yes,1400 cm³,Yes,Yes,Yes,Très bon,Yes,Yes,Yes,8 cv,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
https://www.automobile.tn/fr/occasion/fiat/panda/119744,26500.0,No,No,Yes,No,4,No,No,No,No,Yes,No,No,No,Citadine,No,Essence,No,No,Yes,No,No,No,Panda,Intégrale,Essence,22.11.2025,No,No,No,No,No,1ère main,Yes,Yes,No,Autre,Yes,No,No,No,Intégrale,4 cv,No,12.2011,No,No,No,No,No,Tissu,No,No,Yes,Manuelle,Ariana,5,No,No,Yes,No,No,No,No,Yes,Yes,(169) Phase 3 4x2 07/2010 - 03/2013,Blanc,No,No,Citadine,No,No,Manuelle,Fiat,Yes,No,158 500 km,No,1200 cm³,No,No,No,Très bon,No,No,No,4 cv,No,Yes,No,No,No,Yes,No,No,No,No
https://www.automobile.tn/fr/occasion/bmw/serie-4-gran-coupe/116524,127000.0,Yes,Yes,Yes,Yes,4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Berline,Yes,Essence,Yes,Yes,Yes,Yes,Yes,Yes,Série 4 Gran Coupé,Propulsion,Essence,22.11.2025,Yes,Yes,Yes,Yes,Yes,1ère main,Yes,Yes,Yes,Marron,Yes,No,Yes,Yes,Propulsion,10 cv,Yes,07.2016,Yes,Yes,No,Yes,Yes,Alcantara,No,Yes,Yes,Automatique,Sfax,5,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,(F36) Gran Coupé 03/2014 - 02/2017,Gris Shark,Yes,Yes,Berline,Yes,No,Automatique,BMW,Yes,Yes,124 000 km,Yes,1997 cm³,Yes,Yes,Yes,Très bon,Yes,Yes,Yes,10 cv,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
https://www.automobile.tn/fr/occasion/bmw/serie-5/120658,150000.0,No,Yes,Yes,Yes,4,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Berline,No,Hybride rechargeable essence,Yes,Yes,Yes,Yes,Yes,Yes,Série 5,Propulsion,Hybride rechargeable essence,22.11.2025,Yes,No,Yes,Yes,Yes,2ème main,Yes,Yes,Yes,Noir,Yes,252 ch dyn,Yes,Yes,Propulsion,8 cv,No,02.2019,No,Yes,Yes,Yes,Yes,Cuir partiel,No,Yes,Yes,Automatique,Tunis,5,No,No,Yes,Yes,530e 2.0 i 16V 252 Plug in Hybrid Steptronic8,Yes,Yes,Yes,Yes,(G30) Berline 02/2017 - 06/2020,Blanc,Yes,Yes,Berline,Yes,184 ch dyn,Automatique,BMW,Yes,Yes,67 000 km,Yes,1998 cm³,Yes,Yes,Yes,Très bon,No,Yes,Yes,8 cv,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
https://www.automobile.tn/fr/occasion/peugeot/boxer/120657,65000.0,No,No,No,No,4,No,No,No,No,Yes,No,Yes,No,Utilitaire,No,Diesel,Yes,No,Yes,No,No,No,Boxer,Traction,Diesel,22.11.2025,No,No,No,No,No,1ère main,No,No,No,Noir,No,No,No,No,Traction,7 cv,No,04.2020,No,No,No,No,Yes,Tissu,No,No,Yes,Manuelle,Ariana,3,No,No,No,No,No,No,No,No,No,III Phase 3 Fourgon 03/2014 - Aujourd'hui,Blanc,No,No,Utilitaire,No,No,Manuelle,Peugeot,No,No,129 500 km,No,2179 cm³,No,No,No,Très bon,No,No,No,7 cv,No,No,No,No,No,No,No,Yes,No,No
https://www.automobile.tn/fr/occasion/volkswagen/tiguan/110768,120000.0,No,Yes,Yes,Yes,5,No,Yes,No,No,Yes,No,Yes,Yes,SUV,No,Diesel,Yes,No,Yes,No,No,Yes,Tiguan,Intégrale,Diesel,22.11.2025,Yes,No,Yes,Yes,Yes,,No,Yes,No,Noir,Yes,No,No,No,Intégrale,8 cv,No,09.2018,No,No,Yes,No,No,Tissu,150 ch dyn,No,Yes,Manuelle,Tunis,5,No,No,Yes,Yes,2.0 TDi 16V BMT 4Motion,No,No,Yes,No,II 01/2016 - 07/2020,Blanc,No,No,SUV,No,No,Manuelle,Volkswagen,Yes,Yes,123 000 km,No,2000 cm³,No,No,Yes,,Yes,Yes,No,8 cv,No,No,Yes,No,No,No,Yes,No,No,No
https://www.automobile.tn/fr/occasion/toyota/c-hr/112501,103000.0,No,Yes,Yes,Yes,4,No,Yes,No,Yes,Yes,No,Yes,Yes,SUV,No,Hybride essence,Yes,No,Yes,Yes,Yes,Yes,C-HR,Propulsion,Hybride essence,22.11.2025,Yes,Yes,Yes,No,Yes,,No,Yes,Yes,Noir,Yes,122 ch dyn,No,Yes,Propulsion,5 cv,Yes,05.2020,No,No,Yes,No,No,Tissu,No,No,Yes,Automatique,Tunis,5,Yes,No,Yes,Yes,1.8 VVT-i 16V 122 HSD Hybrid CVT,Yes,Yes,Yes,No,I Phase 2 10/2019 - 10/2023,Gris Shark,No,No,SUV,Yes,99 ch dyn,Automatique,Toyota,Yes,Yes,44 000 km,Yes,1800 cm³,No,No,Yes,,Yes,No,No,5 cv,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No
https://www.automobile.tn/fr/occasion/skoda/octavia/117358,35000.0,No,Yes,No,No,4,No,Yes,Yes,No,Yes,No,No,Yes,Berline,No,Essence,Yes,No,Yes,Yes,Yes,No,Octavia,Traction,Essence,22.11.2025,No,No,No,No,No,2ème main,Yes,No,No,Gris,Yes,No,No,Yes,Traction,8 cv,No,08.2017,No,No,No,No,No,Tissu,150 ch dyn,No,Yes,Automatique,Tunis,5,No,No,No,No,1.4 TSI 16V DSG7,No,No,Yes,Yes,(5E3) Berline Phase 2 02/2017 - 02/2020,Noir,No,No,Berline,No,No,Automatique,Skoda,No,Yes,214 000 km,Yes,1395 cm³,No,No,No,Normal,No,No,No,8 cv,No,No,No,No,Yes,No,No,No,No,No
https://www.automobile.tn/fr/occasion/bmw/serie-1-5p/111953,48000.0,No,No,Yes,Yes,4,No,No,No,No,Yes,No,Yes,Yes,Compacte,No,Essence,Yes,No,No,Yes,No,No,Série 1,Propulsion,Essence,22.11.2025,Yes,No,Yes,No,No,,Yes,Yes,No,Gris,Yes,No,No,Yes,Propulsion,7 cv,No,09.2012,No,No,No,No,Yes,Tissu,136 ch dyn,No,Yes,Automatique,Tunis,5,No,No,Yes,Yes,116i 1.6 i 16V,No,No,Yes,No,(F20) 5 portes 07/2011 - 02/2015,Noir,No,No,Compacte,No,No,Automatique,BMW,No,Yes,125 000 km,No,1598 cm³,No,No,No,,Yes,No,No,7 cv,No,No,Yes,No,No,No,No,No,No,No
https://www.automobile.tn/fr/occasion/citroen/jumpy-combi/111234,82000.0,No,Yes,No,No,5,No,No,Yes,No,No,No,No,No,Monospace,No,Diesel,No,No,Yes,No,No,No,Jumpy Combi,Traction,Diesel,22.11.2025,No,No,No,No,No,,No,No,No,Beige,No,No,No,Yes,Traction,6 cv,No,08.2018,No,No,No,No,No,Similicuir,No,No,Yes,Manuelle,Tunis,9,No,No,No,No,No,No,No,No,Yes,III VP 05/2016 - Aujourd'hui,Noir,No,No,Monospace,Yes,No,Manuelle,Citroën,No,Yes,124 000 km,Yes,1600 cm³,No,No,No,,No,No,Yes,6 cv,No,No,No,No,No,Yes,No,No,No,No
https://www.automobile.tn/fr/occasion/ford/fiesta/110223,47000.0,No,Yes,Yes,Yes,4,No,Yes,No,No,Yes,No,Yes,Yes,Citadine,No,Diesel,Yes,No,Yes,Yes,No,Yes,Fiesta,Traction,Diesel,22.11.2025,No,No,Yes,Yes,Yes,,Yes,Yes,Yes,Noir,Yes,No,No,Yes,Traction,4 cv,No,11.2019,No,No,Yes,No,No,Tissu,120 ch dyn,No,Yes,Manuelle,Tunis,5,No,No,Yes,Yes,1.5 TDCi S&S,No,No,Yes,Yes,VII 5 portes 06/2017 - 10/2021,Gris argent,No,Yes,Citadine,Yes,No,Manuelle,Ford,Yes,Yes,140 000 km,Yes,1500 cm³,No,No,No,,No,Yes,No,4 cv,No,No,No,No,Yes,No,No,No,No,No
https://www.automobile.tn/fr/occasion/renault/clio/120620,22500.0,No,No,No,No,5,No,No,No,No,No,No,No,No,Citadine,No,Essence,No,No,No,No,No,No,Clio,Traction,Essence,22.11.2025,No,No,No,No,No,2ème main,No,No,No,Noir,No,No,No,No,Traction,4 cv,No,05.2004,No,No,No,No,No,Tissu,75 ch dyn,No,No,Manuelle,Tunis,5,No,No,No,No,1.2 i 16V 75cv,No,No,No,No,II 5 Portes Phase 2 04/2001 - 09/2005,Gris anthracite,No,No,Citadine,No,No,Manuelle,Renault,No,No,285 000 km,No,1200 cm³,No,No,No,Normal,No,No,No,4 cv,No,No,No,No,No,No,No,No,No,No
https://www.automobile.tn/fr/occasion/ford/kuga/115452,75000.0,No,Yes,Yes,Yes,5,No,Yes,No,No,Yes,No,Yes,No,SUV,Yes,Essence,Yes,No,Yes,Yes,No,Yes,Kuga,Traction,Essence,22.11.2025,Yes,No,Yes,No,No,2ème main,No,Yes,Yes,Noir,Yes,No,No,Yes,Traction,8 cv,No,06.2019,Yes,No,No,Yes,Yes,Cuir partiel,150 ch dyn,No,No,Manuelle,Tunis,5,No,Yes,No,No,1.5 SCTi EcoBoost 16V 4x2 S&S,No,Yes,Yes,Yes,II Phase 2 09/2016 - 03/2020,Gris Shark,No,Yes,SUV,Yes,No,Manuelle,Ford,No,Yes,87 000 km,Yes,1498 cm³,No,No,Yes,Très bon,No,Yes,Yes,8 cv,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes
https://www.automobile.tn/fr/occasion/peugeot/expert-combi/116144,74000.0,No,No,No,No,4,No,No,No,No,No,No,No,No,Monospace,No,Diesel,No,No,No,No,No,No,Expert Combi,Traction,Diesel,22.11.2025,No,No,No,No,No,1ère main,No,No,No,Noir,No,No,No,No,Traction,9 cv,No,05.2020,No,No,No,No,No,Tissu,No,No,No,Automatique,Tunis,3,No,No,No,No,No,No,No,No,No,III Combi 05/2016 - Aujourd'hui,Blanc,No,No,Monospace,No,No,Automatique,Peugeot,No,No,69 000 km,No,2000 cm³,No,No,No,Très bon,No,No,No,9 cv,No,No,No,No,No,No,No,No,No,No
https://www.automobile.tn/fr/occasion/renault/kwid/117567,35500.0,No,Yes,No,No,5,No,Yes,Yes,No,Yes,Yes,No,No,SUV,No,Essence,Yes,No,Yes,No,No,No,Kwid Populaire,Traction,Essence,22.11.2025,No,No,No,No,No,1ère main,No,No,No,Gris,Yes,No,No,Yes,Traction,4 cv,No,12.2022,No,No,No,No,Yes,Tissu,64 ch dyn,No,Yes,Manuelle,Tunis,5,No,No,No,No,1.0 L,No,No,Yes,Yes,01/2022 - 11/2023,Rouge,No,No,SUV,No,No,Manuelle,Renault,No,No,28 000 km,No,999 cm³,No,No,No,Très bon,No,Yes,No,4 cv,No,No,No,No,Yes,No,No,Yes,No,Yes
https://www.automobile.tn/fr/occasion/kia/rio/117645,47000.0,No,Yes,No,No,4,No,Yes,No,No,Yes,Yes,Yes,Yes,Berline,No,Essence,Yes,No,Yes,Yes,No,Yes,Rio Berline,Traction,Essence,22.11.2025,No,No,Yes,No,No,1ère main,No,No,No,Noir,Yes,No,No,Yes,Traction,6 cv,No,07.2019,No,No,No,Yes,Yes,Tissu,100 ch dyn,No,Yes,Manuelle,Tunis,5,No,No,No,No,1.4 L,No,No,No,Yes,IV Sedan 01/2019 - 12/2022,Gris Shark,Yes,No,Berline,No,No,Manuelle,KIA,No,Yes,89 000 km,Yes,1368 cm³,No,No,No,Très bon,No,Yes,No,6 cv,No,No,No,No,Yes,Yes,No,Yes,No,Yes
https://www.automobile.tn/fr/occasion/audi/q2/117642,97000.0,No,Yes,No,Yes,5,No,Yes,No,Yes,No,No,Yes,Yes,SUV,No,Essence,Yes,No,Yes,Yes,Yes,Yes,Q2,Traction,Essence,22.11.2025,No,No,Yes,No,No,1ère main,No,No,Yes,Gris,No,No,No,Yes,Traction,8 cv,No,08.2021,No,No,No,Yes,No,Tissu,150 ch dyn,No,No,Automatique,Tunis,5,No,Yes,No,Yes,35 TFSI S-tronic,No,No,No,Yes,09/2020 - Aujourd'hui,Gris argent,Yes,No,SUV,Yes,No,Automatique,Audi,No,Yes,59 000 km,Yes,1498 cm³,No,No,Yes,Très bon,Yes,Yes,Yes,8 cv,No,No,No,No,Yes,Yes,No,No,No,No
https://www.automobile.tn/fr/occasion/renault/megane/117644,59000.0,No,No,No,No,5,No,No,Yes,No,Yes,No,Yes,Yes,Compacte,No,Essence,No,No,Yes,No,No,Yes,Megane,Traction,Essence,22.11.2025,Yes,No,Yes,No,No,1ère main,No,No,No,Noir,No,No,No,No,Traction,7 cv,No,08.2020,No,No,No,No,Yes,Similicuir,130 ch dyn,No,No,Automatique,Tunis,5,No,No,No,No,1.2 TCe 16V EDC7,Yes,No,No,Yes,IV Hatchback 11/2015 - 06/2020,Gris argent,No,No,Compacte,Yes,No,Automatique,Renault,No,Yes,86 000 km,No,1197 cm³,No,No,No,Très bon,Yes,No,No,7 cv,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes
https://www.automobile.tn/fr/occasion/hummer/h3/117597,89000.0,No,No,No,No,5,No,No,No,No,No,No,No,No,SUV,No,Essence,No,No,No,No,No,No,H3,Intégrale,Essence,22.11.2025,No,No,No,No,No,1ère main,No,No,No,Noir,No,No,No,No,Intégrale,20 cv,No,06.2005,No,No,No,No,No,Tissu,220 ch dyn,No,No,Manuelle,Tunis,5,No,No,No,No,3.5,No,No,No,No,H3 04/2005 - Aujourd'hui,Gris anthracite,No,No,SUV,No,No,Manuelle,Hummer,No,No,50 000 km,No,3500 cm³,No,No,No,Très bon,No,No,No,20 cv,No,No,No,No,No,No,No,No,No,No
https://www.automobile.tn/fr/occasion/volkswagen/jetta/117732,38000.0,No,No,No,No,5,No,No,No,No,No,No,No,No,Berline,No,Essence,No,No,No,No,No,No,Jetta,Traction,Essence,22.11.2025,No,No,No,No,No,2ème main,No,No,No,Gris,No,No,No,No,Traction,9 cv,No,05.2013,No,No,No,No,No,Similicuir,122 ch dyn,No,No,Manuelle,Tunis,5,No,No,No,No,1.4 TSI 16V,No,No,No,No,IV Phase 2 07/2014 - 12/2017,Noir,No,No,Berline,No,No,Manuelle,Volkswagen,No,No,175 000 km,No,1390 cm³,No,No,No,Très bon,No,No,No,9 cv,No,No,No,No,No,No,No,No,No,No
https://www.automobile.tn/fr/occasion/audi/q7/114105,99000.0,Yes,Yes,Yes,Yes,4,No,Yes,No,Yes,Yes,No,Yes,Yes,SUV,No,Diesel,Yes,No,Yes,Yes,Yes,Yes,Q7,Intégrale,Diesel,22.11.2025,Yes,No,Yes,Yes,No,1ère main,Yes,Yes,Yes,Noir,Yes,No,No,Yes,Intégrale,16 cv,Yes,11.2012,No,Yes,No,No,Yes,Cuir intégral,224 ch dyn,No,Yes,Automatique,Tunis,7,No,No,Yes,Yes,3.0 TDI V6 24V DPF Quattro Tiptronic6,Yes,Yes,Yes,No,Série 1 Phase 2 06/2009 - 08/2015,Blanc,No,No,SUV,No,No,Automatique,Audi,Yes,Yes,180 000 km,Yes,3000 cm³,Yes,No,Yes,Très bon,Yes,Yes,No,16 cv,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No
https://www.automobile.tn/fr/occasion/seat/ibiza/117736,45000.0,No,Yes,Yes,Yes,5,No,Yes,No,No,Yes,Yes,No,Yes,Citadine,No,Essence,Yes,No,Yes,No,No,Yes,Ibiza,Traction,Essence,22.11.2025,No,No,Yes,No,No,1ère main,No,Yes,Yes,Gris,Yes,No,No,Yes,Traction,4 cv,No,11.2021,No,No,No,Yes,No,Tissu,75 ch dyn,No,No,Manuelle,Tunis,5,No,No,No,Yes,1.0 i 12V,No,No,Yes,Yes,V 02/2017 - 06/2021,Blanc,No,No,Citadine,No,No,Manuelle,Seat,No,Yes,105 000 km,Yes,999 cm³,No,No,No,Très bon,No,Yes,Yes,4 cv,No,No,No,No,Yes,Yes,No,No,No,Yes
https://www.automobile.tn/fr/occasion/jeep/renegade/117735,71000.0,No,Yes,Yes,Yes,5,No,Yes,Yes,No,Yes,Yes,No,Yes,SUV,Yes,Essence,Yes,No,Yes,Yes,No,Yes,Renegade,Traction,Essence,22.11.2025,No,No,Yes,No,Yes,1ère main,No,Yes,No,Gris,Yes,No,No,Yes,Traction,8 cv,No,08.2021,Yes,No,Yes,Yes,No,Tissu,140 ch dyn,No,No,Automatique,Tunis,5,No,No,No,Yes,1.4 Turbo  4x2,No,No,Yes,Yes,Phase 2 08/2018 - Aujourd'hui,Bleu,Yes,No,SUV,Yes,No,Automatique,Jeep,No,Yes,135 000 km,Yes,1368 cm³,No,No,Yes,Très bon,No,Yes,Yes,8 cv,No,No,Yes,No,Yes,Yes,No,No,No,Yes
https://www.automobile.tn/fr/occasion/kia/rio/117740,47000.0,No,Yes,No,Yes,4,No,Yes,No,No,Yes,Yes,Yes,Yes,Berline,No,Essence,Yes,No,Yes,Yes,No,Yes,Rio Berline,Traction,Essence,22.11.2025,No,No,Yes,No,No,1ère main,No,No,No,Gris,Yes,No,No,Yes,Traction,6 cv,No,05.2019,No,No,No,Yes,Yes,Tissu,100 ch dyn,No,No,Manuelle,Tunis,5,No,No,No,No,1.4 L,No,No,No,Yes,IV Sedan 01/2019 - 12/2022,Marron,Yes,No,Berline,Yes,No,Manuelle,KIA,No,Yes,89 000 km,Yes,1368 cm³,No,No,Yes,Très bon,Yes,Yes,Yes,6 cv,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes
https://www.automobile.tn/fr/occasion/hyundai/tucson/117777,97000.0,Yes,Yes,Yes,Yes,4,No,Yes,Yes,Yes,Yes,No,Yes,Yes,SUV,Yes,Diesel,Yes,Yes,Yes,Yes,Yes,Yes,Tucson,Traction,Diesel,22.11.2025,Yes,No,Yes,Yes,Yes,1ère main,Yes,Yes,Yes,Noir,Yes,No,No,Yes,Traction,7 cv,Yes,09.2020,Yes,No,Yes,No,Yes,Alcantara,136 ch dyn,No,Yes,Automatique,Tunis,5,Yes,No,Yes,Yes,1.6 CRDi 16V 2WD DCT7 S&S,Yes,No,Yes,Yes,III phase 2 07/2018 - 10/2020,Gris argent,Yes,Yes,SUV,Yes,No,Automatique,Hyundai,Yes,Yes,104 000 km,Yes,1600 cm³,No,Yes,Yes,Très bon,Yes,Yes,Yes,7 cv,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
https://www.automobile.tn/fr/occasion/hyundai/tucson/117776,89000.0,No,Yes,No,Yes,4,No,Yes,No,No,Yes,No,Yes,Yes,SUV,No,Diesel,Yes,No,Yes,Yes,Yes,Yes,Tucson,Traction,Diesel,22.11.2025,Yes,No,Yes,No,Yes,1ère main,Yes,Yes,Yes,Noir,Yes,No,No,Yes,Traction,7 cv,Yes,09.2020,No,Yes,Yes,Yes,Yes,Alcantara,136 ch dyn,No,Yes,Automatique,Tunis,5,No,No,Yes,No,1.6 CRDi 16V 2WD DCT7 S&S,No,No,Yes,Yes,III phase 2 07/2018 - 10/2020,Gris anthracite,No,No,SUV,Yes,No,Automatique,Hyundai,No,Yes,99 000 km,Yes,1600 cm³,No,Yes,Yes,Très bon,Yes,Yes,No,7 cv,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No
https://www.automobile.tn/fr/occasion/audi/a5-sportback/117779,67000.0,Yes,Yes,Yes,Yes,4,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Berline,No,Diesel,Yes,Yes,Yes,Yes,Yes,Yes,A5 Sportback,Propulsion,Diesel,22.11.2025,Yes,No,Yes,Yes,Yes,1ère main,Yes,Yes,Yes,Beige,Yes,No,Yes,Yes,Propulsion,8 cv,Yes,09.2010,Yes,Yes,Yes,Yes,Yes,Cuir intégral,143 ch dyn,Yes,Yes,Automatique,Tunis,5,Yes,No,Yes,Yes,2.0 TDi 16V FAP multitronic,Yes,Yes,Yes,Yes,I Sportback (8TA) 09/2009 - 07/2011,Noir,Yes,Yes,Berline,Yes,No,Automatique,Audi,Yes,Yes,170 000 km,Yes,2000 cm³,Yes,Yes,No,Très bon,Yes,Yes,Yes,8 cv,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
https://www.automobile.tn/fr/occasion/opel/astra/117794,95000.0,No,Yes,Yes,Yes,5,No,Yes,No,No,Yes,No,Yes,Yes,Compacte,No,Essence,Yes,No,Yes,Yes,No,Yes,Astra,Traction,Essence,22.11.2025,No,Yes,Yes,No,Yes,1ère main,Yes,Yes,Yes,Noir,Yes,No,No,Yes,Traction,7 cv,No,06.2025,Yes,No,No,Yes,No,Tissu,130 ch dyn,No,No,Automatique,Tunis,5,No,No,No,No,1.2 i 12V Turbo EAT8 S&S,No,No,Yes,Yes,L Hatchback 11/2021 - Aujourd'hui,Noir,No,No,Compacte,Yes,No,Automatique,Opel,No,Yes,5 000 km,Yes,1199 cm³,Yes,No,No,Très bon,Yes,Yes,Yes,7 cv,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes
https://www.automobile.tn/fr/occasion/kia/sportage/118001,49000.0,No,No,No,No,5,No,No,No,No,No,No,No,No,SUV,No,Diesel,No,No,No,No,No,No,Sportage,Intégrale,Diesel,22.11.2025,No,No,No,No,No,2ème main,No,No,No,Noir,No,No,No,No,Intégrale,10 cv,No,11.2010,No,No,No,No,No,Cuir intégral,136 ch dyn,No,No,Manuelle,Tunis,5,No,No,No,No,2.0 CRDi VGT 16V DPF 4x4,No,No,No,No,III Phase 1 06/2010 - 12/2013,Gris argent,No,No,SUV,No,No,Manuelle,KIA,No,No,230 000 km,No,2000 cm³,No,No,No,Très bon,No,No,No,10 cv,No,No,No,No,No,No,No,No,No,No
https://www.automobile.tn/fr/occasion/volkswagen/polo/117914,48000.0,No,Yes,No,Yes,5,No,Yes,Yes,No,Yes,Yes,No,Yes,Citadine,No,Essence,Yes,No,Yes,Yes,No,Yes,Polo,Traction,Essence,22.11.2025,No,No,No,Yes,No,1ère main,Yes,Yes,No,Gris,Yes,No,No,Yes,Traction,4 cv,No,03.2022,No,No,No,Yes,No,Tissu,75 ch dyn,No,No,Manuelle,Tunis,5,No,No,No,Yes,1.0 i 12V,No,No,No,Yes,VI 07/2017 - 06/2021,Noir,Yes,No,Citadine,No,No,Manuelle,Volkswagen,No,No,119 000 km,Yes,999 cm³,No,No,No,Très bon,No,Yes,Yes,4 cv,No,No,No,No,Yes,No,No,No,No,No
https://www.automobile.tn/fr/occasion/porsche/cayenne/118201,119000.0,No,Yes,Yes,Yes,5,No,Yes,Yes,Yes,Yes,Yes,Yes,No,SUV,No,Essence,Yes,Yes,Yes,No,No,Yes,Cayenne,Propulsion,Essence,22.11.2025,Yes,No,Yes,Yes,Yes,2ème main,Yes,Yes,Yes,Marron,Yes,No,Yes,Yes,Propulsion,21 cv,No,05.2011,No,No,Yes,No,Yes,Cuir partiel,300 ch dyn,Yes,No,Automatique,Tunis,5,Yes,No,No,Yes,3.6 DFI V6 24V Tiptronic S,No,No,Yes,Yes,92A 02/2010 - 05/2018,Noir,Yes,Yes,SUV,Yes,No,Automatique,Porsche,Yes,Yes,271 000 km,Yes,3500 cm³,Yes,No,Yes,Très bon,No,Yes,Yes,21 cv,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
https://www.automobile.tn/fr/occasion/bmw/serie-1-5p/106739,62000.0,Yes,Yes,Yes,Yes,4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Compacte,Yes,Essence,Yes,Yes,Yes,Yes,Yes,Yes,Série 1,Intégrale,Essence,22.11.2025,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Noir,Yes,No,Yes,Yes,Intégrale,9 cv,Yes,06.2015,Yes,Yes,Yes,Yes,Yes,Tissu,170 ch dyn,Yes,Yes,Automatique,Tunis,5,Yes,Yes,Yes,Yes,118i 1.6 i 16V,Yes,Yes,Yes,Yes,(F20) 5 portes 07/2011 - 02/2015,Blanc,Yes,Yes,Compacte,Yes,No,Automatique,BMW,Yes,Yes,115 000 km,Yes,1600 cm³,Yes,Yes,Yes,,Yes,Yes,Yes,9 cv,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
